#Pfam-A regions from Pfam version 32.0 for ncbi taxid 559292 'Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)'
#Total number of proteins in proteome: 6048
#<seq id> <alignment start> <alignment end> <envelope start> <envelope end> <hmm acc> <hmm name> <type> <hmm start> <hmm end> <hmm length> <bit score> <E-value> <clan>
O74700	14	76	13	76	PF02953	zf-Tim10_DDP	PfamLive::Result::SequenceOntology=HASH(0xe9eddc0)	2	64	64	70.80	1.4e-16	No_clan
O75012	30	63	30	64	PF06747	CHCH	PfamLive::Result::SequenceOntology=HASH(0xf583928)	1	34	35	26.90	0.0093	CL0351
O94742	22	82	21	83	PF05160	DSS1_SEM1	PfamLive::Result::SequenceOntology=HASH(0xf0bf2b8)	2	59	60	72.90	4.2e-17	No_clan
P00044	9	106	9	107	PF00034	Cytochrom_C	PfamLive::Result::SequenceOntology=HASH(0x8e19fd8)	1	90	92	45.40	3.4e-08	CL0318
P00045	13	109	13	112	PF00034	Cytochrom_C	PfamLive::Result::SequenceOntology=HASH(0x8e19fd8)	1	89	92	39.90	1.8e-06	CL0318
P00127	76	147	76	147	PF02320	UCR_hinge	PfamLive::Result::SequenceOntology=HASH(0xe810900)	1	66	66	78.50	8.1e-19	No_clan
P00128	20	117	19	118	PF02271	UCR_14kD	PfamLive::Result::SequenceOntology=HASH(0xe7ed810)	2	99	100	133.00	7.6e-36	No_clan
P00163	259	360	259	360	PF00032	Cytochrom_B_C	PfamLive::Result::SequenceOntology=HASH(0x8e19858)	1	103	103	119.00	2.4e-31	No_clan
P00163	18	204	17	205	PF00033	Cytochrome_B	PfamLive::Result::SequenceOntology=HASH(0x8e19c18)	2	188	189	246.20	5.2e-70	CL0328
P00175	92	162	92	165	PF00173	Cyt-b5	PfamLive::Result::SequenceOntology=HASH(0x8e3a2c0)	1	71	74	78.80	6.5e-19	No_clan
P00175	212	559	212	560	PF01070	FMN_dh	PfamLive::Result::SequenceOntology=HASH(0xe451570)	1	347	348	405.70	3.7e-118	CL0036
P00330	182	310	182	311	PF00107	ADH_zinc_N	PfamLive::Result::SequenceOntology=HASH(0x8e2a6c0)	1	129	130	85.70	6.4e-21	CL0063
P00330	32	137	31	140	PF08240	ADH_N	PfamLive::Result::SequenceOntology=HASH(0xfa933b8)	2	106	109	99.90	1.8e-25	CL0296
P00331	182	310	182	311	PF00107	ADH_zinc_N	PfamLive::Result::SequenceOntology=HASH(0x8e2a6c0)	1	129	130	87.30	2.1e-21	CL0063
P00331	31	137	31	140	PF08240	ADH_N	PfamLive::Result::SequenceOntology=HASH(0xfa933b8)	1	106	109	101.30	6.5e-26	CL0296
P00358	2	102	2	103	PF00044	Gp_dh_N	PfamLive::Result::SequenceOntology=HASH(0x8e1c5d0)	1	100	101	131.20	3.7e-35	CL0063
P00358	155	312	155	312	PF02800	Gp_dh_C	PfamLive::Result::SequenceOntology=HASH(0xe981358)	1	158	158	240.60	1.4e-68	CL0139
P00359	2	102	2	103	PF00044	Gp_dh_N	PfamLive::Result::SequenceOntology=HASH(0x8e1c5d0)	1	100	101	129.30	1.4e-34	CL0063
P00359	155	312	155	312	PF02800	Gp_dh_C	PfamLive::Result::SequenceOntology=HASH(0xe981358)	1	158	158	241.10	9.2e-69	CL0139
P00360	2	102	2	103	PF00044	Gp_dh_N	PfamLive::Result::SequenceOntology=HASH(0x8e1c5d0)	1	100	101	129.90	9.4e-35	CL0063
P00360	155	312	155	312	PF02800	Gp_dh_C	PfamLive::Result::SequenceOntology=HASH(0xe981358)	1	158	158	238.00	8.5e-68	CL0139
P00401	13	460	13	460	PF00115	COX1	PfamLive::Result::SequenceOntology=HASH(0x8e2caf8)	1	432	432	483.20	1.7e-141	No_clan
P00410	115	239	115	239	PF00116	COX2	PfamLive::Result::SequenceOntology=HASH(0x8e2ceb8)	1	120	120	196.90	1.9e-55	CL0026
P00410	17	103	17	103	PF02790	COX2_TM	PfamLive::Result::SequenceOntology=HASH(0xe978668)	1	89	89	114.70	4e-30	No_clan
P00420	12	268	12	269	PF00510	COX3	PfamLive::Result::SequenceOntology=HASH(0x8fb5770)	1	257	258	412.20	2.6e-120	No_clan
P00424	23	149	23	152	PF02936	COX4	PfamLive::Result::SequenceOntology=HASH(0xe9dfbf0)	1	135	138	115.30	5.1e-30	No_clan
P00425	21	147	20	150	PF02936	COX4	PfamLive::Result::SequenceOntology=HASH(0xe9dfbf0)	2	135	138	116.80	1.8e-30	No_clan
P00427	46	144	45	145	PF02284	COX5A	PfamLive::Result::SequenceOntology=HASH(0xe7f8368)	2	102	103	136.70	6.1e-37	No_clan
P00431	104	321	91	321	PF00141	peroxidase	PfamLive::Result::SequenceOntology=HASH(0x8e329a8)	10	229	229	143.80	1.6e-38	CL0617
P00445	12	150	8	150	PF00080	Sod_Cu	PfamLive::Result::SequenceOntology=HASH(0x8e24a50)	6	142	142	163.60	7.8e-45	No_clan
P00447	29	115	27	115	PF00081	Sod_Fe_N	PfamLive::Result::SequenceOntology=HASH(0x8e24e10)	3	82	82	86.20	4e-21	No_clan
P00447	125	227	125	227	PF02777	Sod_Fe_C	PfamLive::Result::SequenceOntology=HASH(0xe96ff40)	1	102	102	116.00	1.8e-30	No_clan
P00498	58	218	58	218	PF01634	HisG	PfamLive::Result::SequenceOntology=HASH(0xe60b560)	1	160	160	175.20	2.5e-48	CL0177
P00498	222	294	222	294	PF08029	HisG_C	PfamLive::Result::SequenceOntology=HASH(0xf967f98)	1	73	73	92.70	2.9e-23	CL0089
P00546	8	295	8	295	PF00069	Pkinase	PfamLive::Result::SequenceOntology=HASH(0x8e22098)	1	264	264	238.00	2.8e-67	CL0016
P00549	19	362	18	365	PF00224	PK	PfamLive::Result::SequenceOntology=HASH(0x8e45c60)	2	345	348	565.60	8.1e-167	CL0151
P00549	380	497	380	498	PF02887	PK_C	PfamLive::Result::SequenceOntology=HASH(0xe9b8e08)	1	116	117	112.20	4.1e-29	No_clan
P00560	9	404	9	404	PF00162	PGK	PfamLive::Result::SequenceOntology=HASH(0x8e37930)	1	378	378	501.30	3.9e-147	No_clan
P00572	10	196	10	196	PF02223	Thymidylate_kin	PfamLive::Result::SequenceOntology=HASH(0xe7ca130)	1	185	185	187.50	4.5e-52	CL0023
P00635	65	399	65	399	PF00328	His_Phos_2	PfamLive::Result::SequenceOntology=HASH(0x8e5d338)	1	383	383	162.70	4.1e-44	CL0071
P00724	32	336	32	343	PF00251	Glyco_hydro_32N	PfamLive::Result::SequenceOntology=HASH(0x8e4bed0)	1	296	305	303.30	5.7e-87	CL0143
P00724	372	507	363	530	PF08244	Glyco_hydro_32C	PfamLive::Result::SequenceOntology=HASH(0xfa96830)	17	137	158	55.30	1.8e-11	CL0004
P00729	123	528	116	528	PF00450	Peptidase_S10	PfamLive::Result::SequenceOntology=HASH(0x8f89f68)	7	419	419	425.20	9.5e-124	CL0028
P00729	1	106	1	106	PF05388	Carbpep_Y_N	PfamLive::Result::SequenceOntology=HASH(0xf174e90)	1	125	125	80.00	5.2e-19	No_clan
P00812	15	327	13	329	PF00491	Arginase	PfamLive::Result::SequenceOntology=HASH(0x8fa6640)	3	277	280	253.60	6.2e-72	CL0302
P00815	375	788	374	788	PF00815	Histidinol_dh	PfamLive::Result::SequenceOntology=HASH(0xe389ce0)	2	409	409	532.90	1.4e-156	CL0099
P00815	166	238	165	239	PF01502	PRA-CH	PfamLive::Result::SequenceOntology=HASH(0xe5a50b8)	2	73	74	92.30	3.1e-23	No_clan
P00815	248	327	246	328	PF01503	PRA-PH	PfamLive::Result::SequenceOntology=HASH(0xe5a5478)	4	82	83	51.90	2e-10	CL0231
P00817	46	228	46	228	PF00719	Pyrophosphatase	PfamLive::Result::SequenceOntology=HASH(0x90617f0)	1	160	160	195.70	1e-54	No_clan
P00830	170	388	170	388	PF00006	ATP-synt_ab	PfamLive::Result::SequenceOntology=HASH(0xdcab5d8)	1	213	213	209.40	1.2e-58	CL0023
P00830	46	113	46	113	PF02874	ATP-synt_ab_N	PfamLive::Result::SequenceOntology=HASH(0xe9ae740)	1	69	69	83.00	4.1e-20	CL0275
P00854	41	252	39	253	PF00119	ATP-synt_A	PfamLive::Result::SequenceOntology=HASH(0x8e2da20)	2	210	211	150.60	1.4e-40	No_clan
P00856	1	48	1	48	PF05933	Fun_ATP-synt_8	PfamLive::Result::SequenceOntology=HASH(0xf314718)	1	48	48	89.30	3.2e-22	CL0255
P00890	83	461	83	461	PF00285	Citrate_synt	PfamLive::Result::SequenceOntology=HASH(0x8e53428)	1	361	361	338.90	8.4e-98	No_clan
P00899	230	485	229	485	PF00425	Chorismate_bind	PfamLive::Result::SequenceOntology=HASH(0x8e72fa8)	2	258	258	295.80	7.2e-85	No_clan
P00899	39	173	38	174	PF04715	Anth_synt_I_N	PfamLive::Result::SequenceOntology=HASH(0xef60c08)	2	141	142	106.60	2.9e-27	No_clan
P00912	25	221	24	221	PF00697	PRAI	PfamLive::Result::SequenceOntology=HASH(0x904edb8)	2	194	194	225.10	1.7e-63	CL0036
P00924	145	432	144	434	PF00113	Enolase_C	PfamLive::Result::SequenceOntology=HASH(0x8e2c350)	2	293	296	499.90	5.6e-147	CL0256
P00924	3	134	3	134	PF03952	Enolase_N	PfamLive::Result::SequenceOntology=HASH(0xed02c68)	1	131	131	186.80	4.1e-52	CL0227
P00925	145	432	144	434	PF00113	Enolase_C	PfamLive::Result::SequenceOntology=HASH(0x8e2c350)	2	293	296	496.00	8.5e-146	CL0256
P00925	3	134	3	134	PF03952	Enolase_N	PfamLive::Result::SequenceOntology=HASH(0xed02c68)	1	131	131	186.50	5.2e-52	CL0227
P00927	76	347	72	368	PF00291	PALP	PfamLive::Result::SequenceOntology=HASH(0x8e54af8)	5	276	294	262.10	1.7e-74	CL0063
P00927	486	574	485	574	PF00585	Thr_dehydrat_C	PfamLive::Result::SequenceOntology=HASH(0x8ff4600)	2	91	91	98.50	3.5e-25	CL0070
P00927	383	480	383	480	PF00585	Thr_dehydrat_C	PfamLive::Result::SequenceOntology=HASH(0x8ff4600)	1	90	91	41.60	2e-07	CL0070
P00931	9	259	9	268	PF00290	Trp_syntA	PfamLive::Result::SequenceOntology=HASH(0x8e54738)	1	250	259	343.70	1.1e-99	CL0036
P00931	349	675	346	675	PF00291	PALP	PfamLive::Result::SequenceOntology=HASH(0x8e54af8)	4	294	294	157.40	1.3e-42	CL0063
P00937	15	197	15	200	PF00117	GATase	PfamLive::Result::SequenceOntology=HASH(0x8e2d278)	1	186	190	176.80	9.6e-49	CL0014
P00937	217	482	217	482	PF00218	IGPS	PfamLive::Result::SequenceOntology=HASH(0x8e44978)	1	254	254	333.90	1.3e-96	CL0036
P00942	6	244	5	244	PF00121	TIM	PfamLive::Result::SequenceOntology=HASH(0x8e2e1a0)	2	243	243	298.30	9.4e-86	CL0036
P00950	4	123	4	136	PF00300	His_Phos_1	PfamLive::Result::SequenceOntology=HASH(0x8e56d08)	1	115	194	103.70	2.5e-26	CL0071
P00950	143	210	128	221	PF00300	His_Phos_1	PfamLive::Result::SequenceOntology=HASH(0x8e56d08)	110	175	194	22.30	0.21	CL0071
P00958	11	132	11	132	PF09635	MetRS-N	PfamLive::Result::SequenceOntology=HASH(0xff03398)	1	121	121	196.50	4.1e-55	No_clan
P00958	198	589	198	590	PF09334	tRNA-synt_1g	PfamLive::Result::SequenceOntology=HASH(0xfe15c08)	1	390	391	526.30	1e-154	CL0039
P01094	1	68	1	68	PF10466	Inhibitor_I34	PfamLive::Result::SequenceOntology=HASH(0x10191fa8)	1	69	69	133.30	8.3e-36	No_clan
P01097	15	85	2	85	PF04568	IATP	PfamLive::Result::SequenceOntology=HASH(0xeeebce0)	21	98	98	59.90	6.1e-13	No_clan
P01098	34	86	4	86	PF04568	IATP	PfamLive::Result::SequenceOntology=HASH(0xeeebce0)	46	98	98	45.80	1.5e-08	No_clan
P01119	12	171	12	173	PF00071	Ras	PfamLive::Result::SequenceOntology=HASH(0x8e22840)	1	160	162	193.80	3.6e-54	CL0023
P01120	12	171	12	173	PF00071	Ras	PfamLive::Result::SequenceOntology=HASH(0x8e22840)	1	160	162	190.80	3.1e-53	CL0023
P01123	10	170	10	171	PF00071	Ras	PfamLive::Result::SequenceOntology=HASH(0x8e22840)	1	161	162	215.40	8.2e-61	CL0023
P01149	90	102	90	102	PF04648	MF_alpha	PfamLive::Result::SequenceOntology=HASH(0xef28588)	1	13	13	28.80	0.0025	No_clan
P01149	111	123	111	123	PF04648	MF_alpha	PfamLive::Result::SequenceOntology=HASH(0xef28588)	1	13	13	28.80	0.0025	No_clan
P01149	132	144	132	144	PF04648	MF_alpha	PfamLive::Result::SequenceOntology=HASH(0xef28588)	1	13	13	28.80	0.0025	No_clan
P01149	153	165	153	165	PF04648	MF_alpha	PfamLive::Result::SequenceOntology=HASH(0xef28588)	1	13	13	28.80	0.0025	No_clan
P01149	1	86	1	86	PF05436	MF_alpha_N	PfamLive::Result::SequenceOntology=HASH(0xf19ac48)	1	88	88	115.20	2.4e-30	No_clan
P02293	5	104	1	105	PF00125	Histone	PfamLive::Result::SequenceOntology=HASH(0x8e2f0c8)	26	130	131	69.70	7.6e-16	CL0012
P02294	5	104	1	105	PF00125	Histone	PfamLive::Result::SequenceOntology=HASH(0x8e2f0c8)	27	130	131	69.10	1.1e-15	CL0012
P02309	34	96	18	99	PF15511	CENP-T_C	PfamLive::Result::SequenceOntology=HASH(0x111b3e30)	17	79	108	36.90	8.2e-06	CL0012
P02381	35	398	35	398	PF05316	VAR1	PfamLive::Result::SequenceOntology=HASH(0xf13b900)	1	340	340	467.40	6.2e-137	CL0541
P02400	18	109	17	109	PF00428	Ribosomal_60s	PfamLive::Result::SequenceOntology=HASH(0x8e73b10)	2	88	88	85.80	5.8e-21	No_clan
P02406	28	146	26	147	PF00828	Ribosomal_L27A	PfamLive::Result::SequenceOntology=HASH(0xe390940)	3	127	128	79.50	8.6e-19	CL0588
P02407	1	117	1	128	PF00833	Ribosomal_S17e	PfamLive::Result::SequenceOntology=HASH(0xe394198)	1	114	122	190.00	2.9e-53	No_clan
P02557	3	212	3	212	PF00091	Tubulin	PfamLive::Result::SequenceOntology=HASH(0x8e273e0)	1	197	197	231.20	3e-65	CL0566
P02557	261	381	261	383	PF03953	Tubulin_C	PfamLive::Result::SequenceOntology=HASH(0xed05460)	1	124	126	142.40	1.9e-38	CL0442
P02829	183	694	183	706	PF00183	HSP90	PfamLive::Result::SequenceOntology=HASH(0x8e3c8b8)	1	507	517	735.40	1e-217	No_clan
P02829	26	180	26	181	PF02518	HATPase_c	PfamLive::Result::SequenceOntology=HASH(0xe8aa4e8)	1	111	112	54.00	5.1e-11	CL0025
P02992	46	239	46	240	PF00009	GTP_EFTU	PfamLive::Result::SequenceOntology=HASH(0xdcad3c8)	1	193	194	197.80	3.1e-55	CL0023
P02992	337	435	337	436	PF03143	GTP_EFTU_D3	PfamLive::Result::SequenceOntology=HASH(0xea839c0)	1	111	112	96.40	3.2e-24	No_clan
P02992	263	332	263	333	PF03144	GTP_EFTU_D2	PfamLive::Result::SequenceOntology=HASH(0xea83d80)	1	73	74	71.30	1.6e-16	CL0575
P02994	5	232	5	236	PF00009	GTP_EFTU	PfamLive::Result::SequenceOntology=HASH(0xdcad3c8)	1	190	194	184.40	4.1e-51	CL0023
P02994	332	439	331	440	PF03143	GTP_EFTU_D3	PfamLive::Result::SequenceOntology=HASH(0xea839c0)	2	111	112	135.10	3e-36	No_clan
P02994	258	323	258	325	PF03144	GTP_EFTU_D2	PfamLive::Result::SequenceOntology=HASH(0xea83d80)	1	72	74	53.10	8e-11	CL0575
P03069	225	276	224	276	PF07716	bZIP_2	PfamLive::Result::SequenceOntology=HASH(0xf866e28)	2	53	54	43.70	5.6e-08	CL0018
P03870	44	128	44	128	PF03930	Flp_N	PfamLive::Result::SequenceOntology=HASH(0xecf1690)	1	82	82	103.20	1.3e-26	CL0469
P03870	137	379	137	379	PF05202	Flp_C	PfamLive::Result::SequenceOntology=HASH(0xf0e1ab8)	1	243	243	573.90	7e-170	CL0382
P03871	2	335	2	336	PF05797	Rep_4	PfamLive::Result::SequenceOntology=HASH(0xf2b1608)	1	343	344	526.50	7.1e-155	No_clan
P03873	18	169	17	186	PF00033	Cytochrome_B	PfamLive::Result::SequenceOntology=HASH(0x8e19c18)	2	149	189	150.60	1.1e-40	CL0328
P03873	224	403	223	403	PF03161	LAGLIDADG_2	PfamLive::Result::SequenceOntology=HASH(0xea8f768)	2	169	169	179.90	1.1e-49	CL0324
P03875	315	577	315	577	PF00078	RVT_1	PfamLive::Result::SequenceOntology=HASH(0x8e242a8)	1	222	222	134.70	8.5e-36	CL0027
P03875	602	759	602	759	PF01348	Intron_maturas2	PfamLive::Result::SequenceOntology=HASH(0xe52ee60)	1	140	140	180.50	3.8e-50	CL0359
P03876	348	612	348	613	PF00078	RVT_1	PfamLive::Result::SequenceOntology=HASH(0x8e242a8)	1	221	222	135.50	4.6e-36	CL0027
P03876	638	781	638	781	PF01348	Intron_maturas2	PfamLive::Result::SequenceOntology=HASH(0xe52ee60)	1	140	140	169.60	8.8e-47	CL0359
P03877	13	81	13	84	PF00115	COX1	PfamLive::Result::SequenceOntology=HASH(0x8e2caf8)	1	61	432	38.00	2.3e-06	No_clan
P03877	245	368	245	369	PF00961	LAGLIDADG_1	PfamLive::Result::SequenceOntology=HASH(0xe3fe358)	1	101	102	54.90	3.6e-11	CL0324
P03877	113	204	113	209	PF00961	LAGLIDADG_1	PfamLive::Result::SequenceOntology=HASH(0xe3fe358)	1	97	102	49.40	1.8e-09	CL0324
P03878	13	252	13	284	PF00115	COX1	PfamLive::Result::SequenceOntology=HASH(0x8e2caf8)	1	218	432	198.50	4.4e-55	No_clan
P03878	328	415	328	417	PF00961	LAGLIDADG_1	PfamLive::Result::SequenceOntology=HASH(0xe3fe358)	1	100	102	35.60	3.5e-05	CL0324
P03878	435	523	434	526	PF00961	LAGLIDADG_1	PfamLive::Result::SequenceOntology=HASH(0xe3fe358)	2	99	102	30.90	0.001	CL0324
P03879	18	204	17	205	PF00033	Cytochrome_B	PfamLive::Result::SequenceOntology=HASH(0x8e19c18)	2	188	189	244.70	1.6e-69	CL0328
P03879	408	494	408	497	PF00961	LAGLIDADG_1	PfamLive::Result::SequenceOntology=HASH(0xe3fe358)	1	99	102	39.10	3e-06	CL0324
P03879	515	605	514	608	PF00961	LAGLIDADG_1	PfamLive::Result::SequenceOntology=HASH(0xe3fe358)	2	99	102	29.20	0.0035	CL0324
P03881	89	182	89	183	PF00961	LAGLIDADG_1	PfamLive::Result::SequenceOntology=HASH(0xe3fe358)	1	101	102	58.90	2e-12	CL0324
P03881	419	454	418	454	PF07453	NUMOD1	PfamLive::Result::SequenceOntology=HASH(0xf79b860)	2	37	37	39.10	1.6e-06	CL0123
P03882	36	207	34	208	PF03161	LAGLIDADG_2	PfamLive::Result::SequenceOntology=HASH(0xea8f768)	3	168	169	164.50	5.7e-45	CL0324
P03962	30	251	30	251	PF00215	OMPdecase	PfamLive::Result::SequenceOntology=HASH(0x8e43e10)	1	225	225	253.30	5e-72	CL0036
P03965	984	1071	980	1072	PF02142	MGS	PfamLive::Result::SequenceOntology=HASH(0xe789628)	6	94	95	24.90	0.044	No_clan
P03965	149	352	149	353	PF02786	CPSase_L_D2	PfamLive::Result::SequenceOntology=HASH(0xe9750f0)	1	210	211	277.10	2e-79	CL0179
P03965	694	891	693	895	PF02786	CPSase_L_D2	PfamLive::Result::SequenceOntology=HASH(0xe9750f0)	2	205	211	89.00	7.6e-22	CL0179
P03965	439	567	438	567	PF02787	CPSase_L_D3	PfamLive::Result::SequenceOntology=HASH(0xe9754b0)	2	122	122	133.30	1.4e-35	CL0123
P04037	31	155	27	155	PF01215	COX5B	PfamLive::Result::SequenceOntology=HASH(0xe4c5020)	5	129	129	219.70	1.9e-62	CL0045
P04039	9	74	4	74	PF02935	COX7C	PfamLive::Result::SequenceOntology=HASH(0xe9df830)	4	64	64	78.30	9.8e-19	No_clan
P04046	287	401	276	420	PF00156	Pribosyltran	PfamLive::Result::SequenceOntology=HASH(0x8e36260)	16	122	159	38.00	2.9e-06	CL0533
P04046	68	168	52	213	PF13522	GATase_6	PfamLive::Result::SequenceOntology=HASH(0x10b558d0)	11	100	134	47.60	4.6e-09	CL0052
P04050	342	507	342	507	PF00623	RNA_pol_Rpb1_2	PfamLive::Result::SequenceOntology=HASH(0x9012e80)	1	166	166	258.90	6e-74	No_clan
P04050	510	669	510	669	PF04983	RNA_pol_Rpb1_3	PfamLive::Result::SequenceOntology=HASH(0xf034040)	1	157	157	158.90	2.3e-43	No_clan
P04050	1141	1274	1141	1274	PF04990	RNA_pol_Rpb1_7	PfamLive::Result::SequenceOntology=HASH(0xf038208)	1	135	135	156.60	8.3e-43	No_clan
P04050	873	1056	873	1056	PF04992	RNA_pol_Rpb1_6	PfamLive::Result::SequenceOntology=HASH(0xf03b660)	1	191	191	212.30	1.4e-59	No_clan
P04050	12	340	11	340	PF04997	RNA_pol_Rpb1_1	PfamLive::Result::SequenceOntology=HASH(0xf03eac8)	2	312	312	380.90	1.2e-110	No_clan
P04050	807	1396	807	1397	PF04998	RNA_pol_Rpb1_5	PfamLive::Result::SequenceOntology=HASH(0xf03ee88)	1	266	267	356.80	1.8e-103	No_clan
P04050	695	800	693	800	PF05000	RNA_pol_Rpb1_4	PfamLive::Result::SequenceOntology=HASH(0xf041a60)	3	108	108	119.10	2e-31	No_clan
P04050	1704	1717	1704	1717	PF05001	RNA_pol_Rpb1_R	PfamLive::Result::SequenceOntology=HASH(0xf041e20)	1	14	14	16.00	29	No_clan
P04050	1550	1563	1550	1563	PF05001	RNA_pol_Rpb1_R	PfamLive::Result::SequenceOntology=HASH(0xf041e20)	1	14	14	14.50	90	No_clan
P04050	1690	1703	1690	1703	PF05001	RNA_pol_Rpb1_R	PfamLive::Result::SequenceOntology=HASH(0xf041e20)	1	14	14	14.00	1.2e+02	No_clan
P04050	1648	1661	1648	1661	PF05001	RNA_pol_Rpb1_R	PfamLive::Result::SequenceOntology=HASH(0xf041e20)	1	14	14	13.00	2.7e+02	No_clan
P04050	1578	1591	1578	1591	PF05001	RNA_pol_Rpb1_R	PfamLive::Result::SequenceOntology=HASH(0xf041e20)	1	14	14	10.80	1.3e+03	No_clan
P04050	1592	1605	1592	1605	PF05001	RNA_pol_Rpb1_R	PfamLive::Result::SequenceOntology=HASH(0xf041e20)	1	14	14	10.70	1.4e+03	No_clan
P04050	1620	1633	1620	1633	PF05001	RNA_pol_Rpb1_R	PfamLive::Result::SequenceOntology=HASH(0xf041e20)	1	14	14	10.70	1.4e+03	No_clan
P04050	1634	1647	1634	1647	PF05001	RNA_pol_Rpb1_R	PfamLive::Result::SequenceOntology=HASH(0xf041e20)	1	14	14	10.70	1.3e+03	No_clan
